		capillary endothelial cell	cd4-positive alpha-beta t cell	cd8-positive alpha-beta t cell	endothelial cell of artery	endothelial cell of lymphatic vessel	endothelial cell of vascular tree	erythrocyte	fast muscle cell	macrophage	mast cell	mature nk t cell	mesenchymal stem cell	mesothelial cell	pericyte cell	skeletal muscle satellite stem cell	slow muscle cell	smooth muscle cell	t cell	tendon cell
125250	Optic Atrophy With Or Without Deafness, Ophthalmoplegia, Myopathy,ataxia, And Neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261750	Glycogen Storage Disease Ixb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300695	Scapuloperoneal Myopathy, X-linked Dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614833	Microcephaly, Short Stature, And Polymicrogyria With Or Without Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS608594	Lipodystrophy, congenital generalized	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
236800	Hydroxykynureninuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601338	Cerebellar Ataxia, Areflexia, Pes Cavus, Optic Atrophy, And Sensorineural Hearing Loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605013	Microhydranencephaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617527	Neurodevelopmental Disorder With Progressive Microcephaly, Spasticity, And Brain Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248500	Mannosidosis, Alpha B, Lysosomal	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
609528	Cerebral Dysgenesis, Neuropathy, Ichthyosis, And Palmoplantar Keratodermasyndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617173	Intellectual Developmental Disorder With Cardiac Arrhythmia	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
300960	Mend Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618470	Intellectual Developmental Disorder With Severe Speech And Ambulation Defects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618810	Pontocerebellar Hypoplasia, Hypotonia, And Respiratory Insufficiency Syndrome, Neonatal Lethal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618608	Intellectual Developmental Disorder With Nasal Speech, Dysmorphic Facies, And Variable Skeletal Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226600	Epidermolysis Bullosa Dystrophica, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
162200	Neurofibromatosis, Type I	0	0	0	0	0	0	0	1	0	14	0	0	1	6	1	0	2	1	2
613406	Chromosome 15q24 Deletion Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616863	Chromosome 16p13.2 Deletion Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602471	Short Stature, Auditory Canal Atresia, Mandibular Hypoplasia, Andskeletal Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248360	Malonyl-coa Decarboxylase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156400	Metaphyseal Chondrodysplasia, Jansen Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS126200	Multiple sclerosis, susceptibility to	2	6	4	0	0	1	0	1	1	2	0	1	0	1	0	0	0	7	0
612674	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616266	Congenital Contractures Of The Limbs And Face, Hypotonia, And Developmental Delay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617011	Macrocephaly, Dysmorphic Facies, And Psychomotor Retardation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617675	Myopathy, Mitochondrial, And Ataxia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
617180	Chitayat Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
300200	Adrenal Hypoplasia, Congenital	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613735	Chromosome 1p32-p31 Deletion Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618569	Neurodevelopmental Disorder With Ataxia, Hypotonia, And Microcephaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137200	Neuromyotonia And Axonal Neuropathy, Autosomal Recessive	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
200700	Chondrodysplasia, Grebe Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS230400	Galactosemia	2	0	0	0	0	0	5	0	0	0	0	0	0	17	0	0	0	0	1
301040	Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PS607095	Anauxetic dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615960	Poretti-boltshauser Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS311200	Orofaciodigital syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
600348	Band Heterotopia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605407	Segawa Syndrome, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618158	Intellectual Developmental Disorder With Macrocephaly, Seizures, And Speech Delay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS616866	Spinal muscular atrophy with congenital bone fractures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181400	Scapuloperoneal Syndrome, Neurogenic, Kaeser Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222448	Donnai-barrow Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252940	Mucopolysaccharidosis Type Iiid	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
266500	Refsum Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
611721	Combined Saposin Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS166200	Osteogenesis imperfecta	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	1	0	0	17
618741	Neurodevelopmental Disorder With Epilepsy, Spasticity, And Brain Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613398	Warsaw Breakage Syndrome	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
614756	Cerebellar Ataxia, Nonprogressive, With Mental Retardation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617159	Sifrim-hitz-weiss Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618367	Neurodevelopmental Disorder With Microcephaly, Epilepsy, And Hypomyelination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307030	Glycerol Kinase Deficiency	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0
269920	Infantile Sialic Acid Storage Disorder	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
617030	Myopathy, Distal, 5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	5	1	0	1
PS236680	Hydrolethalus syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618460	Khan-khan-katsanis Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
162210	Neurofibromatosis, Familial Spinal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS606777	Glut1 deficiency syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618863	Retinal Dystrophy With Leukodystrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS606176	Diabetes mellitus, permanent neonatal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618425	Neurodevelopmental Disorder With Impaired Speech And Hyperkinetic Movements	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617507	Peho-like Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS271640	Spondyloepimetaphyseal dysplasia with joint laxity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS605253	Neuropathy, congenital hypomelinating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605726	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603472	Neuronal Intranuclear Inclusion Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PS312080	Leukodystrophy, hypomyelinating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	1	0	0	0	0	0	0	7	0	0	0	2	0	1	0	14	0	0	1
168400	Parastremmatic Dwarfism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212140	Carnitine Deficiency, Systemic Primary	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PS257920	3MC syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617672	Neurodegeneration, Childhood-onset, With Brain Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618175	Warburg-cinotti Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616034	2,4-@dienoyl-coa Reductase Deficiency	5	0	0	8	0	1	22	4	5	0	0	0	0	4	1	0	6	1	1
121300	Coproporphyria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608390	Myotonia, Potassium-aggravated	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0
618505	Neurodevelopmental Disorder With Coarse Facies And Mild Distal Skeletal Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260565	Peho Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608837	Carney Complex Variant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613668	Microcephaly, Postnatal Progressive, With Seizures And Brain Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS214450	Griscelli syndrome	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
105210	Amyloidosis, Hereditary, Transthyretin-related	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117000	Central Core Disease Of Muscle	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	7	3	0	3
158580	Neuronopathy, Distal Hereditary Motor, Type Viia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300280	Uruguay Faciocardiomusculoskeletal Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607236	Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa,and Pallidal Degeneration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300673	Encephalopathy, Neonatal Severe, Due To Mecp2 Mutations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200150	Choreoacanthocytosis	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
176270	Prader-willi Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100800	Achondroplasia	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0
273395	Tetra-amelia, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117650	Cerebrocostomandibular Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253400	Spinal Muscular Atrophy, Type Iii	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0
611556	Glycogen Storage Disease 0, Muscle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613163	Gaba-transaminase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS208150	Fetal akinesia deformation sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300244	Terminal Osseous Dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215470	Boucher-neuhauser Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618497	Neurodevelopmental Disorder With Seizures And Nonepileptic Hyperkinetic Movements	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618730	Neurodevelopmental Disorder With Microcephaly, Cortical Malformations, And Spasticity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS259700	Osteopetrosis, autosomal recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618891	Microcephaly, Developmental Delay, And Brittle Hair Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS220110	Mitochondrial complex IV deficiency, nuclear-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617146	Arthrogryposis, Distal, With Impaired Proprioception And Touch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618371	Turnpenny-fry Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616281	Mental Retardation, Autosomal Recessive 49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240800	Hypoglycemia Of Infancy, Leucine-sensitive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255100	Lipid Storage Myopathy Due To Flavin Adenine Dinucleotide Synthetase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278730	Xeroderma Pigmentosum, Complementation Group D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619026	Neurodevelopmental Disorder With Progressive Spasticity And Brain White Matter Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618143	Glycosylphosphatidylinositol Biosynthesis Defect 18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619112	Neuropathy, Distal Hereditary Motor, Type Vc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265900	Pyle Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267000	Perlman Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS176670	Progeria	3	0	0	3	0	1	0	0	0	0	0	2	0	0	3	2	13	0	0
618164	Cardiac, Facial, And Digital Anomalies With Developmental Delay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261740	Glycogen Storage Disease Of Heart, Lethal Congenital	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
614321	Myopathy, Distal, Tateyama Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
255120	Carnitine Palmitoyltransferase I Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618653	Intellectual Developmental Disorder With Impaired Language And Dysmorphic Facies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616763	Leukodystrophy And Acquired Microcephaly With Or Without Dystonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166700	Buschke-ollendorff Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	1	0	0	0	0	0	0	11	0	0	0	7	0	3	1	21	0	0	2
208920	Ataxia, Early-onset, With Oculomotor Apraxia And Hypoalbuminemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS209850	Autism, susceptiblity to	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275350	Transcobalamin Ii Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618822	Myopathy, Congenital, With Respiratory Insufficiency And Bone Fractures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309000	Lowe Oculocerebrorenal Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS165500	Optic atrophy	0	0	0	0	0	0	0	4	0	0	0	2	0	3	0	1	1	0	2
618480	Neurodevelopmental Disorder With Seizures And Speech And Walking Impairment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617190	Shashi-pena Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS117550	Sotos syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615485	Bainbridge-ropers Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207410	Antley-bixler Syndrome Without Genital Anomalies Or Disordered Steroidogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617602	Congenital Heart Defects And Skeletal Malformations Syndrome	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1
600081	25-@hydroxyvitamin D3 Deficiency, Selective	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601238	Cerebellar Ataxia, Cayman Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602771	Rigid Spine Muscular Dystrophy 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
605822	Spondyloocular Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185070	Stormorken Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617425	Immunoskeletal Dysplasia With Neurodevelopmental Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245800	Laurence-moon Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100100	Abdominal Muscles, Absence Of, With Urinary Tract Abnormality Andcryptorchidism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613345	Hypokalemic Periodic Paralysis, Type 2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
618761	Catifa Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS310300	Emery-Dreifuss muscular dystrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	16
225790	Proliferative Vasculopathy And Hydranencephaly-hydrocephaly Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
255310	Myopathy, Congenital, With Fiber-type Disproportion	0	0	0	0	0	0	0	27	0	0	0	0	0	0	5	41	0	0	1
133020	Erythermalgia, Primary	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
170500	Hyperkalemic Periodic Paralysis	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0
PS614039	Cortical dysplasia, complex, with other brain malformations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272800	Tay-sachs Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
610717	Neutral Lipid Storage Disease With Myopathy	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
614751	Neuronopathy, Distal Hereditary Motor, Type Vb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS614937	Myoclonus, Familial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609313	Mental Retardation, Enteropathy, Deafness, Peripheral Neuropathy,ichthyosis, And Keratoderma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142900	Holt-oram Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PS214150	Cerebrooculofacioskeletal syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS271930	Striatonigral degeneration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618654	Myopathy, Congenital With Structured Cores And Z-line Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS256850	Giant axonal neuropathy	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1
221820	Leukoencephalopathy, Diffuse Hereditary, With Spheroids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608022	Diaphanospondylodysostosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616531	Polymicrogyria, Perisylvian, With Cerebellar Hypoplasia And Arthrogryposis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS193100	Hypophosphatemic rickets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
615273	Congenital Disorder Of Deglycosylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305600	Focal Dermal Hypoplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160500	Myopathy, Distal 1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	14	0	0	2
618914	Neurodevelopmental, Jaw, Eye, And Digital Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS312170	Pyruvate dehydrogenase complex deficiency	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
220120	D-glyceric Aciduria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604121	Cerebellar Ataxia, Deafness, And Narcolepsy, Autosomal Dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607539	Camptosynpolydactyly, Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS607721	Noonan syndrome-like disorder with loose anagen hair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617682	Pilarowski-bjornsson Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS160565	Myopathy, tubular aggregate	0	0	0	0	0	0	0	24	0	0	0	0	0	0	5	38	0	0	0
259050	Primrose Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261540	Peters-plus Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618659	Neurodevelopmental Disorder With Dysmorphic Facies And Distal Skeletal Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241500	Hypophosphatasia, Infantile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS224690	Meier-Gorlin syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615474	Primary Aldosteronism, Seizures, And Neurologic Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611705	Myopathy, Early-onset, With Fatal Cardiomyopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS130000	Ehlers-Danlos syndrome	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	13
253270	Holocarboxylase Synthetase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608643	Aromatic L-amino Acid Decarboxylase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618578	Myopathy, Congenital, Progressive, With Scoliosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PS160120	Episodic ataxia	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
618917	Neurodevelopmental Disorder With Language Impairment And Behavioral Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610042	Cortical Dysplasia-focal Epilepsy Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617762	Leukodystrophy, Progressive, Early Childhood-onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601559	Stuve-wiedemann Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614399	Myopathy, Areflexia, Respiratory Distress, And Dysphagia, Early-onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
258870	Ornithine Aminotransferase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS179800	Distal renal tubular acidosis	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PS215100	Rhizomelic chondrodysplasia punctata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265380	Alveolar Capillary Dysplasia With Misalignment Of Pulmonary Veins	5	0	0	7	1	1	0	0	0	0	0	0	0	1	0	0	5	0	0
617140	Zttk Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617171	Dyskinesia, Seizures, And Intellectual Developmental Disorder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255700	Myotonia Congenita, Autosomal Recessive	0	0	0	0	0	0	3	31	0	0	0	0	0	0	2	29	0	0	0
617991	Developmental Delay, Intellectual Disability, Obesity, And Dysmorphic Features	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS268000	Retinitis pigmentosa	0	0	0	0	0	0	1	0	0	0	0	4	0	2	1	0	0	0	0
259450	Bruck Syndrome 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615926	Webb-dattani Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
140000	Hand-foot-uterus Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS235510	Hennekam lymphangiectasia-lymphedema syndrome	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS607426	Coenzyme Q10 deficiency, primary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300373	Osteopathia Striata With Cranial Sclerosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619076	Neurodevelopmental Disorder With Microcephaly, Seizures, And Brain Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS300352	Cerebral creatine deficiency syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
602541	Muscular Dystrophy, Congenital, Megaconial Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617820	Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
