Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
618495	Immunodeficiency 63 With Lymphoproliferation And Autoimmunity	146710	IL2RB	Il2rb	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618497	Neurodevelopmental Disorder With Seizures And Nonepileptic Hyperkinetic Movements	601012	CACNA1B	Cacna1b	1	1			0	0			
618523	"Hyper-ige Recurrent Infection Syndrome 4, Autosomal Recessive"	600694	IL6ST	Il6st	1	1	PS147060	Hyper-IgE recurrent infection syndrome	1	1	Yes	['neutrophil']	
618534	Immunodeficiency 64	603962	RASGRP1	Rasgrp1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618547	Neurodevelopmental Disorder With Visual Defects And Brain Anomalies	142600	HK1	Hk1	1	1			1	1	No		
618603	Neurodevelopmental Disorder With Hypotonia And Variable Intellectual And Behavioral Abnormalities	180660	POLR2A	Polr2a	1	1			1	1	No		
618606	"Pontocerebellar Hypoplasia, Type 13"	615738	VPS51	Vps51	1	1	PS607596	Pontocerebellar hypoplasia	1	0		"['b.cell', 'plasmacytoid.dendritic.cell']"	
618618	"Spondyloepiphyseal Dysplasia, Nishimura Type"	611894	MIR140		1	1			0	0			
618674	"Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 5"	616381	ZCCHC8	Zcchc8	1	1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	1	1	Yes	['nk.cell']	
618695	"Ciliary Dyskinesia, Primary, 42"	614086	MCIDAS	Mcidas	1	1	PS244400	Primary ciliary dyskinesia	1	0		['lung.ciliated.cell']	['ciliated.epithelial.cell']
618699	"Ciliary Dyskinesia, Primary, 43"	602291	FOXJ1	Foxj1	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
618744	"Epileptic Encephalopathy, Early Infantile, 83"	191760	UGP2	Ugp2	1	1	PS308350	Developmental and epileptic encephalopathy	1	1	NA		
618773	Lymphatic Malformation 8	114190	CALCRL	Calcrl	1	1	PS153100	Lymphatic malformation	1	1	Yes	"['capillary.endothelial.cell', 'endothelial.cell.of.artery', 'endothelial.cell.of.lymphatic.vessel', 'vein.endothelial.cell']"	['pulmonary.artery.endothelial.cell']
618780	"Congenital Heart Defects, Multiple Types, 7"	136352	FLT4	Flt4	1	1			1	1	No		
618781	"Ciliary Dyskinesia, Primary, 44"	618726	NEK10		1	1	PS244400	Primary ciliary dyskinesia	1	0		['lung.ciliated.cell']	['ciliated.epithelial.cell']
618801	"Ciliary Dyskinesia, Primary, 45"	610732	TTC12	Ttc12	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
618806	"T-cell Lymphopenia, Infantile, With Or Without Nail Dystrophy, Autosomal Dominant"	600838	FOXN1	Foxn1	1	1			0	0			
618849	Bone Marrow Failure Syndrome 6	602704	MDM4	Mdm4	1	1	PS614675	Bone marrow failure syndrome	1	1	NA		
618853	Anauxetic Dysplasia 3	617089	NEPRO	Nepro	1	1	PS607095	Anauxetic dysplasia	1	0			
618913	Fanconi Renotubular Syndrome 5	612392	NDUFAF6	Ndufaf6	1	1	PS134600	Fanconi renotubular syndrome	1	0			
618935	"Chronic Granulomatous Disease 5, Autosomal Recessive"	618334	CYBC1	Cybc1	1	1	PS306400	"Granulomatous disease, chronic"	1	0		['neutrophil']	
618944	"Hyper-ige Recurrent Infection Syndrome 5, Autosomal Recessive"	147880	IL6R	Il6ra	1	1	PS147060	Hyper-IgE recurrent infection syndrome	1	1	Yes	['neutrophil']	
618950	Suleiman-el-hattab Syndrome	608270	TASP1	Tasp1	1	1			1	0			
618969	Immunodeficiency 70	609209	IVNS1ABP	Ivns1abp	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618975	"Myopathy, Congenital, With Diaphragmatic Defects, Respiratory Insufficiency, And Dysmorphic Facies"	159970	MYOD1	Myod1	1	1			0	0			
618986	Immunodeficiency 73b With Defective Neutrophil Chemotaxis And Lymphopenia	602049	RAC2	Rac2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618987	Immunodeficiency 73c With Defective Neutrophil Chemotaxis And Hypogammaglobulinemia	602049	RAC2	Rac2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
619003	"Mitochondrial Complex I Deficiency, Nuclear Type 35"	603843	NDUFB10	Ndufb10	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1	Yes	"['pulmonary.ionocyte', 'smooth.muscle.cell']"	
619013	Rajab Interstitial Lung Disease With Brain Calcifications 2	602918	FARSA	Farsa	1	1	PS613658	Rajab interstitial lung disease with brain calcifications	1	1	Yes	['smooth.muscle.cell']	
619036	"Myopathy, Epilepsy, And Progressive Cerebral Atrophy"	612866	ALG14	Alg14	1	1			1	1	Yes	"['pulmonary.ionocyte', 'respiratory.mucous.cell']"	
619057	Combined Oxidative Phosphorylation Deficiency 51	614918	PTCD3	Ptcd3	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1	Yes	"['fibroblast', 'nk.cell']"	
619063	"Mitochondrial Complex Iv Deficiency, Nuclear Type 19"	614771	PET117	Pet117	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	1	0			
619126	Immunodeficiency 75	612839	TET2	Tet2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
