Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
616948	"Spinocerebellar Ataxia, Autosomal Recessive 22"	614884	VWA3B	Vwa3b	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	0	0			
616949	"Spinocerebellar Ataxia, Autosomal Recessive 23"	605764	TDP2	Tdp2	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	1			
616954	You-hoover-fong Syndrome	611140	TELO2	Telo2	1	1			0	0			
616973	"Mental Retardation, Autosomal Dominant 42"	139380	GNB1	Gnb1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
616974	Combined Oxidative Phosphorylation Deficiency 30	615423	TRMT10C	Trmt10c	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	0		['slow.muscle.cell']	['striated.muscle.cell']
616975	"Neurodevelopmental Disorder With Or Without Anomalies Of The Brain, Eye, Or Heart"	605226	RERE	Rere	1	1			1	1			
616977	"Mental Retardation, Autosomal Dominant 43"	143054	HIVEP2	Hivep2	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
616981	"Epileptic Encephalopathy, Early Infantile, 37"	604574	FRRS1L	Frrs1l	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617008	"Cerebral Palsy, Spastic Quadriplegic, 3"	601568	ADD3	Add3	1	1	PS603513	Spastic quadriplegic cerebral palsy	1	1			
617011	"Macrocephaly, Dysmorphic Facies, And Psychomotor Retardation"	605109	HERC1	Herc1	1	1			1	1		['t.cell']	
617013	Hypermanganesemia With Dystonia 2	608736	SLC39A14	Slc39a14	1	1	PS613280	Hypermanganesemia with dystonia	1	1		['mesenchymal.stem.cell']	
617017	"Charcot-marie-tooth Disease, Axonal, Type 2t"	120520	MME	Mme	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
617018	Spinocerebellar Ataxia 43	120520	MME	Mme	1	1	PS164400	Spinocerebellar ataxia	1	1			
617020	"Epileptic Encephalopathy, Early Infantile, 38"	611647	ARV1	Arv1	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617022	Lethal Congenital Contracture Syndrome 10	609798	NEK9	Nek9	1	1	PS253310	Lethal congenital contracture syndrome	1	1			
617026	"Pontocerebellar Hypoplasia, Type 2f"	608756	TSEN15	Tsen15	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
617030	"Myopathy, Distal, 5"	612498	ADSS1	Adssl1	1	1			0	1			
617044	"Short Stature, Developmental Delay, And Congenital Heart Defects"	606781	TKT	Tkt	1	1			1	1		['macrophage']	
617046	"Spastic Paraplegia 77, Autosomal Recessive"	611592	FARS2	Fars2	1	1	PS303350	Spastic paraplegia	1	1			
617050	Hermansky-pudlak Syndrome 10	607246	AP3D1	Ap3d1	1	1	PS203300	Hermansky-Pudlak syndrome	1	1			
617051	"Mental Retardation, Autosomal Recessive 55"	616283	PUS3	Pus3	1	1			1	1		['skeletal.muscle.satellite.stem.cell']	
617054	"Striatonigral Degeneration, Childhood-onset"	604632	VAC14	Vac14	1	1	PS271930	Striatonigral degeneration	0	1		['macrophage']	
617055	Crisponi/cold-induced Sweating Syndrome 3	611119	KLHL7	Klhl7	1	1	PS272430	Cold-induced sweating syndrome	1	1		['mesenchymal.stem.cell']	
617062	Okur-chung Neurodevelopmental Syndrome	115440	CSNK2A1	Csnk2a1	1	1			1	1			
617065	"Epileptic Encephalopathy, Early Infantile, 40"	617064	GUF1	Guf1	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617066	"Muscular Dystrophy, Congenital, Davignon-chauveau Type"	604501	TRIP4	Trip4	1	1			1	1		['mature.nk.t.cell']	
617069	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Recessive 3"	188250	TK2	Tk2	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	1	1			
617070	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Recessive 4"	601465	DGUOK	Dguok	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	1	1			
617072	"Muscular Dystrophy, Limb-girdle, Type 2y"	614512	TOR1AIP1	Tor1aip1	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1			
617082	"Congenital Disorder Of Glycosylation, Type Iaa"	610463	NUS1	Nus1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
617086	Encephalopathy Due To Defective Mitochondrial And Peroxisomal Fission 2	614785	MFF		1	1	PS614388	Encephalopathy due to defective mitochondrial and peroxisomal fission	1	0			
617087	"Charcot-marie-tooth Disease, Axonal, Autosomal Recessive, Type 2a2b"	608507	MFN2	Mfn2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
617090	"Microcephaly 17, Primary, Autosomal Recessive"	605629	CIT	Cit	1	1	PS251200	"Microcephaly, primary autosomal recessive"	0	0			
617093	"Growth Retardation, Intellectual Developmental Disorder, Hypotonia, And Hepatopathy"	600709	IARS1	Iars	1	1			0	1			
617105	"Epileptic Encephalopathy, Early Infantile, 41"	600300	SLC1A2	Slc1a2	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617106	"Epileptic Encephalopathy, Early Infantile, 42"	601011	CACNA1A	Cacna1a	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617107	Thauvin-robinet-faivre Syndrome	608296	FIBP	Fibp	1	1			1	1		['slow.muscle.cell']	
617113	"Epileptic Encephalopathy, Early Infantile, 43"	137192	GABRB3	Gabrb3	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617114	"Myopathy, Myofibrillar, 7"	605739	KY	Ky	1	1	PS601419	"Myopathy, myofibrillar"	0	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
617120	Joubert Syndrome 27	614144	B9D1	B9d1	1	1	PS213300	Joubert syndrome	0	1			
617121	Joubert Syndrome 28	609883	MKS1	Mks1	1	1	PS213300	Joubert syndrome	0	0			
617126	Alazami-yuan Syndrome	602955	TAF6	Taf6	1	1			1	0			
617132	"Epileptic Encephalopathy, Early Infantile, 44"	610552	UBA5	Uba5	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617133	"Spinocerebellar Ataxia, Autosomal Recessive 24"	610552	UBA5	Uba5	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	1			
617137	Frontometaphyseal Dysplasia 2	602614	MAP3K7		1	1	PS305620	Frontometaphyseal dysplasia	1	0		['smooth.muscle.cell']	['pericyte.cell']
617140	Zttk Syndrome	182465	SON	Son	1	1			1	1			
617143	"Myasthenic Syndrome, Congenital, 20, Presynaptic"	608761	SLC5A7	Slc5a7	1	1	PS601462	"Myasthenic syndrome, congenital"	0	0	Yes		
617146	"Arthrogryposis, Distal, With Impaired Proprioception And Touch"	613629	PIEZO2	Piezo2	1	1			1	0			
617153	"Epileptic Encephalopathy, Early Infantile, 45"	137190	GABRB1	Gabrb1	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617157	"Short Stature, Brachydactyly, Intellectual Developmental Disability, And Seizures"	610087	PRMT7	Prmt7	1	1			0	1			
617158	"Myopathy, Distal, With Rimmed Vacuoles"	601530	SQSTM1	Sqstm1	1	1			1	1		['mast.cell']	
617159	Sifrim-hitz-weiss Syndrome	603277	CHD4	Chd4	1	1			1	1			
617162	"Epileptic Encephalopathy, Early Infantile, 46"	602717	GRIN2D	Grin2d	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617166	"Epileptic Encephalopathy, Early Infantile, 47"	601513	FGF12	Fgf12	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617171	"Dyskinesia, Seizures, And Intellectual Developmental Disorder"	602635	DEAF1	Deaf1	1	1			1	1			
617173	Intellectual Developmental Disorder With Cardiac Arrhythmia	604447	GNB5	Gnb5	1	1			1	1			
617180	Chitayat Syndrome	611888	ERF	Erf	1	1			1	1			
617182	Language Delay And Attention Deficit-hyperactivity Disorder/cognitive Impairment With Or Without Cardiac Arrhythmia	604447	GNB5	Gnb5	1	1			1	1			
617183	Harel-yoon Syndrome	612316	ATAD3A	Atad3a	1	1			1	1		['fast.muscle.cell']	
617184	"Mitochondrial Dna Depletion Syndrome 12a (cardiomyopathic Type), Autosomal Dominant"	103220	SLC25A4	Slc25a4	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
617186	"Encephalopathy, Progressive, Early-onset, With Brain Edema And/or Leukoencephalopathy"	608862	NAXE	Naxe	1	1	PS617186	"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy"	1	0			
617188	"Mental Retardation, Autosomal Recessive 57"	606048	MBOAT7	Mboat7	1	1	PS249500	"Mental retardation, autosomal recessive"	1	1			
617190	Shashi-pena Syndrome	612991	ASXL2	Asxl2	1	1			1	1		['t.cell']	
617193	"Encephalopathy, Progressive, Early-onset, With Brain Atrophy And Thin Corpus Callosum"	604649	TBCD	Tbcd	1	1			1	0			
617201	Periventricular Nodular Heterotopia 7	606384	NEDD4L	Nedd4l	1	1	PS300049	Periventricular nodular heterotopia	1	1			
617207	"Encephalopathy, Progressive, With Amyotrophy And Optic Atrophy"	604934	TBCE	Tbce	1	1			1	0			
617222	"Sudden Cardiac Failure, Infantile"	609988	PPA2	Ppa2	1	1			1	1			
617225	"Spastic Paraplegia 78, Autosomal Recessive"	610513	ATP13A2	Atp13a2	1	1	PS303350	Spastic paraplegia	1	1			
617228	Combined Oxidative Phosphorylation Deficiency 31	602241	MIPEP	Mipep	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	1		['slow.muscle.cell']	['striated.muscle.cell']
617232	"Muscular Dystrophy, Limb-girdle, Type 2z"	615618	POGLUT1	Poglut1	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1			
617235	"Myoclonus, Intractable, Neonatal"	602821	KIF5A	Kif5a	1	1			0	0			
617237	Immunodeficiency 49	606558	BCL11B	Bcl11b	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
617239	"Myasthenic Syndrome, Congenital, 21, Presynaptic"	600336	SLC18A3	Slc18a3	1	1	PS601462	"Myasthenic syndrome, congenital"	0	0	Yes		
617241	"Lung Disease, Immunodeficiency, And Chromosome Breakage Syndrome"	608243	NSMCE3	Nsmce3	1	1			1	0			
617248	"3-methylglutaconic Aciduria, Type Viii"	606441	HTRA2	Htra2	1	1	PS250950	3-Methylglutaconic aciduria	1	1			
617255	Lissencephaly 8	617218	TMTC3	Tmtc3	1	1	PS607432	Lissencephaly	1	1			
617258	"Myopathy, Myofibrillar, 8"	617220	PYROXD1	Pyroxd1	1	1	PS601419	"Myopathy, myofibrillar"	1	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
617260	"Global Developmental Delay, Absent Or Hypoplastic Corpus Callosum, And Dysmorphic Facies"	601897	ZNF148	Zfp148	1	1			1	1		['smooth.muscle.cell']	
617268	"Neurodevelopmental Disorder With Hypotonia, Seizures, And Absent Language"	617245	HECW2	Hecw2	1	1			1	1		['capillary.endothelial.cell']	['blood.vessel.endothelial.cell']
617270	"Mental Retardation, Autosomal Recessive 58"	616054	ELP2	Elp2	1	1	PS249500	"Mental retardation, autosomal recessive"	1	1			
617276	"Epileptic Encephalopathy, Early Infantile, 48"	602166	AP3B2	Ap3b2	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
617281	"Epileptic Encephalopathy, Early Infantile, 49"	617278	DENND5A	Dennd5a	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617282	"Dystonia, Childhood-onset, With Optic Atrophy And Basal Ganglia Abnormalities"	608205	MECR	Mecr	1	1	PS128100	Dystonia	1	0			
617284	"Dystonia 28, Childhood-onset"	606834	KMT2B	Kmt2b	1	1	PS128100	Dystonia	1	0			
617290	"Epilepsy, Early-onset, Vitamin B6-dependent"	604436	PLPBP	Plpbp	1	1			1	0			
617296	"Spastic Paraplegia, Intellectual Disability, Nystagmus, And Obesity"	615759	KIDINS220	Kidins220	1	1			1	1			
617301	Glycine Encephalopathy With Normal Serum Glycine	601019	SLC6A9	Slc6a9	1	1			0	1			
617302	Optic Atrophy 11	607472	YME1L1	Yme1l1	1	1	PS165500	Optic atrophy	1	1			
617303	Mucopolysaccharidosis-plus Syndrome	610034	VPS33A	Vps33a	1	1			1	1		['mature.nk.t.cell']	
617306	"Coloboma, Osteopetrosis, Microphthalmia, Macrocephaly, Albinism, And Deafness"	156845	MITF	Mitf	1	1			1	1		['slow.muscle.cell']	
617330	"Hypotonia, Ataxia, And Delayed Development Syndrome"	607407	EBF3	Ebf3	1	1			1	1			
617333	Intellectual Developmental Disorder With Dysmorphic Facies And Ptosis	602410	BRPF1	Brpf1	1	1			1	0			
617336	"Nemaline Myopathy 11, Autosomal Recessive"	608517	MYPN	Mypn	1	1	PS161800	Nemaline myopathy	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
617339	"Epileptic Encephalopathy, Early Infantile, 51"	154100	MDH2	Mdh2	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617341	Cerebroretinal Microangiopathy With Calcifications And Cysts 2	613128	STN1	Stn1	1	1	PS612199	Cerebroretinal microangiopathy with calcfications and cysts	1	0			
617350	"Epileptic Encephalopathy, Early Infantile, 52"	600235	SCN1B	Scn1b	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617352	Mulchandani-bhoj-conlin Syndrome	617352	MBCS		1	1			0	0			
617360	"Congenital Heart Defects, Dysmorphic Facial Features, And Intellectual Developmental Disorder"	603309	CDK13	Cdk13	1	1			1	1		['t.cell']	
617364	Congenital Heart Defects And Ectodermal Dysplasia	605435	PRKD1	Prkd1	1	1			1	1		"['mesothelial.cell', 'skeletal.muscle.satellite.stem.cell']"	
617370	Peroxisome Biogenesis Disorder 10b	603164	PEX3	Pex3	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
617384	"Hyperphenylalaninemia, Mild, Non-bh4-deficient"	606060	DNAJC12	Dnajc12	1	1			1	1		['mesothelial.cell']	
617389	"Epileptic Encephalopathy, Early Infantile, 53"	604297	SYNJ1	Synj1	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617391	"Epileptic Encephalopathy, Early Infantile, 54"	602869	HNRNPU	Hnrnpu	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617393	"Neurodevelopmental Disorder With Epilepsy, Cataracts, Feeding Difficulties, And Delayed Brain Myelination"	610672	NACC1	Nacc1	1	1			1	1		"['cd8.positive..alpha.beta.t.cell', 'mesothelial.cell']"	
617395	"Congenital Disorder Of Glycosylation, Type Iiq"	606974	COG2	Cog2	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	0			
617396	Anauxetic Dysplasia 2	602486	POP1	Pop1	1	1	PS607095	Anauxetic dysplasia	0	0			
617397	Pseudo-torch Syndrome 2	607057	USP18	Usp18	1	1	PS251290	Pseudo-TORCH syndrome	1	1			
617402	"Cutis Laxa, Autosomal Recessive, Type Iic"	108746	ATP6V1E1	Atp6v1e1	1	1	PS123700	Cutis laxa	1	1			
617403	"Cutis Laxa, Autosomal Recessive, Type Iid"	607027	ATP6V1A	Atp6v1a	1	1	PS123700	Cutis laxa	1	1			
617404	"Muscular Dystrophy, Congenital, With Cataracts And Intellectual Disability"	607875	INPP5K	Inpp5k	1	1			1	1		['endothelial.cell.of.artery']	['capillary.endothelial.cell']
617412	Macinnes Syndrome	603683	RPS23	Rps23	1	1			1	1			
617425	Immunoskeletal Dysplasia With Neurodevelopmental Abnormalities	605744	EXTL3	Extl3	1	1			1	1		['smooth.muscle.cell']	
617435	Lopes-maciel-rodan Syndrome	613004	HTT	Htt	1	1			1	0			
617450	Intellectual Developmental Disorder With Gastrointestinal Difficulties And High Pain Threshold	605100	PPM1D	Ppm1d	1	1			1	1		"['capillary.endothelial.cell', 'endothelial.cell.of.artery']"	['capillary.endothelial.cell']
617452	"Intellectual Developmental Disorder With Dysmorphic Facies, Seizures, And Distal Limb Anomalies"	612021	OTUD6B	Otud6b	1	1			1	1			
617468	"Arthrogryposis Multiplex Congenita, Neurogenic, With Myelin Defect"	608303	LGI4	Lgi4	1	1	PS617468	Arthrogryposis multiplex congenita	1	1			
617478	Structural Heart Defects And Renal Anomalies Syndrome	617449	TMEM260	Tmem260	1	1			1	0			
617481	"Neurodevelopmental Disorder With Microcephaly, Hypotonia, And Variable Brain Anomalies"	617413	PRUNE1	Prune1	1	1			0	0			
617493	Neurodevelopmental Disorder With Involuntary Movements	139311	GNAO1	Gnao1	1	1			0	0			
617506	Noonan Syndrome-like Disorder With Loose Anagen Hair 2	600590	PPP1CB	Ppp1cb	1	1	PS163950	Noonan syndrome	1	1			
617506	Noonan Syndrome-like Disorder With Loose Anagen Hair 2	600590	PPP1CB	Ppp1cb	1	1	PS607721	Noonan syndrome-like disorder with loose anagen hair	1	1			
617507	Peho-like Syndrome	609736	CCDC88A	Ccdc88a	1	1			1	1		['macrophage']	
617516	Stankiewicz-isidor Syndrome	604450	PSMD12	Psmd12	1	1			1	1		['slow.muscle.cell']	
617519	"Myopathy, Congenital, With Neuropathy And Deafness"	606214	SPTBN4	Sptbn4	1	1			0	0			
617523	Neurodevelopmental Disorder With Midbrain And Hindbrain Malformations	607560	ARHGEF2	Arhgef2	1	1			1	1		['macrophage']	
617527	"Neurodevelopmental Disorder With Progressive Microcephaly, Spasticity, And Brain Anomalies"	603873	PLAA	Plaa	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
617532	Intellectual Developmental Disorder With Neuropsychiatric Features	605763	SLC45A1	Slc45a1	1	1			0	0			
617537	Rahman Syndrome	142220	H1-4		1	1			0	0			
617542	"Gaze Palsy, Familial Horizontal, With Progressive Scoliosis, 2"	120470	DCC	Dcc	1	1	PS607313	"Gaze palsy, familial horizontal, with progressive scoliosis"	0	0			
617560	"Spastic Ataxia 8, Autosomal Recessive, With Hypomyelinating Leukodystrophy"	605955	NKX6-2	Nkx6-2	1	1	PS108600	Spastic ataxia	0	0			
617561	Cohen-gibson Syndrome	605984	EED	Eed	1	1			1	1		['t.cell']	
617562	Meckel Syndrome 13	616183	TMEM107	Tmem107	1	1	PS213300	Joubert syndrome	1	1			
617562	Meckel Syndrome 13	616183	TMEM107	Tmem107	1	1	PS249000	Meckel syndrome	1	1		['endothelial.cell.of.lymphatic.vessel']	
617563	Orofaciodigital Syndrome Xvi	616183	TMEM107	Tmem107	1	1	PS311200	Orofaciodigital syndrome	1	1		['endothelial.cell.of.lymphatic.vessel']	
617575	"Nephrotic Syndrome, Type 14"	603729	SGPL1	Sgpl1	1	1	PS256300	Nephrotic syndrome	1	1		['macrophage']	['macrophage']
617591	Proteasome-associated Autoinflammatory Syndrome 3	602177	PSMB4	Psmb4	1	1	PS256040	Proteosome-associated autoinflammatory syndrome	1	1			
617591	Proteasome-associated Autoinflammatory Syndrome 3	177045	PSMB9	Psmb9	1	1	PS256040	Proteosome-associated autoinflammatory syndrome	1	1			
617595	Birk-landau-perez Syndrome	604604	SLC30A9	Slc30a9	1	1			1	1		['mast.cell']	
617599	"Epileptic Encephalopathy, Early Infantile, 55"	605938	PIGP	Pigp	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617600	"Mental Retardation, Autosomal Dominant 45"	612082	CIC	Cic	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617601	"Mental Retardation, Autosomal Dominant 46"	607357	KCNQ5	Kcnq5	1	1	PS156200	"Mental retardation, autosomal dominant"	1	0			
617602	Congenital Heart Defects And Skeletal Malformations Syndrome	189980	ABL1	Abl1	1	1			1	1		['mesenchymal.stem.cell']	
617613	Multiple Mitochondrial Dysfunctions Syndrome 5	611006	ISCA1	Isca1	1	1	PS605711	Multiple mitochondrial dysfunctions syndrome	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
617616	Skraban-deardorff Syndrome	617424	WDR26	Wdr26	1	1			1	1		"['macrophage', 't.cell']"	
617622	Joubert Syndrome 30	617612	ARMC9	Armc9	1	1	PS213300	Joubert syndrome	0	0			
617633	"Spinocerebellar Ataxia, Autosomal Recessive 26"	194360	XRCC1	Xrcc1	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	1			
617635	"Mental Retardation, Autosomal Dominant 47"	604358	STAG1	Stag1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617641	"Congenital Anomalies Of Kidney And Urinary Tract Syndrome With Or Without Hearing Loss, Abnormal Ears, Or Developmental Delay"	176310	PBX1	Pbx1	1	1			1	1		['mesothelial.cell']	
617643	"Cerebellar Atrophy, Developmental Delay, And Seizures"	600150	KCNMA1	Kcnma1	1	1			1	1		['smooth.muscle.cell']	
617664	Combined Oxidative Phosphorylation Deficiency 32	611994	MRPS34	Mrps34	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1		['slow.muscle.cell']	['striated.muscle.cell']
617668	"Encephalopathy, Neonatal Severe, With Lactic Acidosis And Brain Abnormalities"	617659	LIPT2	Lipt2	1	1			0	0			
617669	"Encephalopathy, Progressive, Early-onset, With Brain Atrophy And Spasticity"	614139	TRAPPC12	Trappc12	1	1			1	0			
617672	"Neurodegeneration, Childhood-onset, With Brain Atrophy"	600673	UBTF	Ubtf	1	1			1	1		['t.cell']	['T.helper.17.cell']
617675	"Myopathy, Mitochondrial, And Ataxia"	617619	MSTO1	Msto1	1	1			0	0			
617682	Pilarowski-bjornsson Syndrome	602118	CHD1	Chd1	1	1			1	1			
617691	Spinocerebellar Ataxia 44	604473	GRM1	Grm1	1	1	PS164400	Spinocerebellar ataxia	0	0			
617694	Al Kaissi Syndrome	603464	CDK10	Cdk10	1	1			1	1			
617695	"Pontocerebellar Hypoplasia, Type 11"	617687	TBC1D23	Tbc1d23	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
617698	"3-methylglutaconic Aciduria, Type Ix"	607381	TIMM50	Timm50	1	1	PS250950	3-Methylglutaconic aciduria	1	1			
617709	"Neurodevelopmental Disorder With Microcephaly, Ataxia, And Seizures"	607529	SARS1	Sars	1	1			0	1			
617710	"Neurodevelopmental Disorder, Mitochondrial, With Abnormal Movements And Lactic Acidosis, With Or Without Seizures"	604733	WARS2	Wars2	1	1			1	0			
617711	"Epileptic Encephalopathy, Infantile Or Early Childhood, 1"	114105	PPP3CA	Ppp3ca	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617713	Combined Oxidative Phosphorylation Deficiency 33	601269	C1QBP	C1qbp	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1		['slow.muscle.cell']	['striated.muscle.cell']
617721	"Neuronopathy, Distal Hereditary Motor, Type Ix"	191050	WARS1	Wars	1	1			0	1			
617729	Galloway-mowat Syndrome 3	610107	OSGEP	Osgep	1	1	PS251300	Galloway-Mowat syndrome	1	1			
617730	Galloway-mowat Syndrome 4	608679	TP53RK	Trp53rkb	1	1	PS251300	Galloway-Mowat syndrome	1	0			
617730	Galloway-mowat Syndrome 4	608679	TP53RK	Trp53rka	1	1	PS251300	Galloway-Mowat syndrome	1	0			
617731	Galloway-mowat Syndrome 5	608680	TPRKB	Tprkb	1	1	PS251300	Galloway-Mowat syndrome	1	1			
617732	"Facial Palsy, Congenital, With Ptosis And Velopharyngeal Dysfunction"	615103	TUBB6	Tubb6	1	1			1	1			
617751	"Mental Retardation, Autosomal Dominant 48"	602048	RAC1	Rac1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617752	"Mental Retardation, Autosomal Dominant 49"	604506	TRIP12	Trip12	1	1			1	1			
617755	Neurodevelopmental Disorder With Dysmorphic Facies And Distal Limb Anomalies	601819	BPTF	Bptf	1	1			1	1			
617757	Joubert Syndrome 32	607035	SUFU	Sufu	1	1	PS213300	Joubert syndrome	1	0			
617760	"Myopathy, Centronuclear, 6, With Fiber-type Disproportion"	609479	MAP3K20	Map3k20	1	1	PS160150	"Myopathy, centronuclear"	1	0			
617761	Joubert Syndrome 31	613446	CEP120	Cep120	1	1	PS213300	Joubert syndrome	1	1			
617762	"Leukodystrophy, Progressive, Early Childhood-onset"	617036	ACER3	Acer3	1	1			1	1		['capillary.endothelial.cell']	
617768	Kleefstra Syndrome 2	606833	KMT2C	Kmt2c	1	1	PS610253	Kleefstra syndrome	1	0			
617771	"Epileptic Encephalopathy, Early Infantile, 57"	610044	KCNT2	Kcnt2	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617773	"Mental Retardation, Autosomal Recessive 61"	611053	RUSC2	Rusc2	1	1	PS249500	"Mental retardation, autosomal recessive"	1	1			
617796	"Mental Retardation, Autosomal Dominant 52"	607999	ASH1L	Ash1l	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617798	"Mental Retardation, Autosomal Dominant 53"	114078	CAMK2A	Camk2a	1	1	PS156200	"Mental retardation, autosomal dominant"	1	0			
617799	"Mental Retardation, Autosomal Dominant 54"	607707	CAMK2B	Camk2b	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617800	"Microcephaly 19, Primary, Autosomal Recessive"	606990	COPB2	Copb2	1	1	PS251200	"Microcephaly, primary autosomal recessive"	1	1			
617802	"Neurodevelopmental Disorder With Microcephaly, Seizures, And Cortical Atrophy"	192150	VARS1	Vars	1	1			0	1			
617804	Neurodevelopmental Disorder With Severe Motor Impairment And Absent Language	616423	DHX30	Dhx30	1	1			1	1			
617807	"Neurodevelopmental Disorder With Ataxic Gait, Absent Speech, And Decreased Cortical White Matter"	604198	RAB11B	Rab11b	1	1			1	1			
617808	Coffin-siris Syndrome 6	609539	ARID2	Arid2	1	1	PS135900	Coffin-Siris syndrome	1	1			
617808	Coffin-siris Syndrome 6	609539	ARID2	Arid2	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617810	Glycosylphosphatidylinositol Biosynthesis Defect 15	603048	GPAA1	Gpaa1	1	1			1	1		['tendon.cell']	
617820	"Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Recessive"	138249	GRIN1	Grin1	1	1			0	0			
617821	"Ehlers-danlos Syndrome, Arthrochalasia Type, 2"	120160	COL1A2	Col1a2	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
617822	Alkuraya-kucinskas Syndrome	611565	KIAA1109	4932438A13Rik	1	1			1	1		['t.cell']	['T.helper.17.cell']
617829	"Epileptic Encephalopathy, Infantile Or Early Childhood, 2"	600232	GABRB2	Gabrb2	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
617830	"Epileptic Encephalopathy, Early Infantile, 58"	600456	NTRK2	Ntrk2	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
617836	Developmental Delay And Seizures With Or Without Movement Abnormalities	608172	DHDDS	Dhdds	1	1			1	1		['mature.nk.t.cell']	
617854	"Mental Retardation, Autosomal Dominant 56"	118955	CLTC	Cltc	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
617862	"Neurodevelopmental Disorder With Microcephaly, Epilepsy, And Brain Atrophy"	610397	TRAPPC6B	Trappc6b	1	1			1	1		['mast.cell']	
617864	Neurodevelopmental Disorder With Or Without Seizures And Gait Abnormalities	138246	GRIA4	Gria4	1	1			0	0			
617865	"Neurodevelopmental Disorder With Movement Abnormalities, Abnormal Gait, And Autistic Features"	615951	ZSWIM6	Zswim6	1	1			1	1		['macrophage']	
